LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"e $150,000-350,000","AMERICAN DRYWALL, INC.",2121 W O ST,LINCOLN,NE,68528,238310,Corporation,Unanswered,Unanswered,Unanswered,NA,20,04/07/2020,Cornhusker Bank,NE - 01
"e $150,000-350,000","AMERICAN MACHINE WORKS, INC.",803 S 20TH ST,OMAHA,NE,68108,332111,Corporation,Hispanic,Male Owned,Non-Veteran,NA,16,04/05/2020,Arbor Bank,NE - 02
"e $150,000-350,000","AMERICAN UNDERGROUND SUPPLY, LLC",7856 F Street,OMAHA,NE,68127,423840,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,7,04/04/2020,American National Bank,NE - 02
"e $150,000-350,000",AMERICAN UNION VENTURES INC,5001  16TH ST,LINCOLN,NE,68512,811118,Corporation,Unanswered,Unanswered,Unanswered,NA,80,04/04/2020,Cornhusker Bank,NE - 01
"e $150,000-350,000",AMES REALTY INC,3030 N 101st St,OMAHA,NE,68134,713950,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,24,04/04/2020,American National Bank,NE - 02
"e $150,000-350,000",ANANT CONSTRUCTION LLC,222 South 15th St Ste. 401N,OMAHA,NE,68102,236220,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,NA,NA,04/08/2020,Great Western Bank,NE - 02
"e $150,000-350,000","ANANT OPERATIONS, INC.",222 South 15th Street Ste 401N,OMAHA,NE,68102,721110,Corporation,Hispanic,Male Owned,Non-Veteran,NA,14,04/03/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000",ANDERSEN WRECKING CO. INC.,1912 Avenue M,KEARNEY,NE,68847,562920,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,First National Bank of Omaha,NE - 03
"e $150,000-350,000","ANDERSON - SHAW CONSTRUCTION, INC.",710 Avenue I,SCOTTSBLUFF,NE,69361,236220,Corporation,Unanswered,Unanswered,Unanswered,NA,21,04/07/2020,Platte Valley Bank,NE - 03
"e $150,000-350,000","ANDERSON CRUDE TRANSPORTATION, INC.",1525 E. 5TH ST,KIMBALL,NE,69145,488510,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,NA,11,04/08/2020,FirsTier Bank,NE - 03
"e $150,000-350,000",ANDERSON DRYWALL INC,9629 Redick Ave,OMAHA,NE,68122,238310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,20,04/03/2020,Foundation One Bank,NE - 01
"e $150,000-350,000",ANDERSON EXCAVATING CO.,1920 DORCAS ST,OMAHA,NE,68108,238910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,30,04/16/2020,Availa Bank,NE - 02
"e $150,000-350,000",ANDERSON PARTNERS INC,444 REGENCY PARKWAY DR #311,OMAHA,NE,68114,541810,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/28/2020,First National Bank of Omaha,NE - 02
"e $150,000-350,000","ANDERSON, CREAGER & WITTSTRUCK, PC, LLO",1630 K Street,LINCOLN,NE,68508,541110,Corporation,Unanswered,Unanswered,Unanswered,NA,18,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000",ANDRES R CAPELLAN,10724 BORMAN CIR,OMAHA,NE,68127,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,51,05/21/2020,"U.S. Bank, National Association",NE - 02
"e $150,000-350,000","ANDREW C. SIGERSON, PC, LLO",9859 South 168TH AVE,OMAHA,NE,68136,541110,Corporation,White,Male Owned,Unanswered,NA,21,04/04/2020,"First Westroads Bank, Inc",NE - 02
"e $150,000-350,000","ANESTHESIA CARE SPECIALISTS, P.C.",1040 N Bell St.,FREMONT,NE,68025,621111,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,NA,9,04/04/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000","ANGUS BURGERS & SHAKES, LLC",43 ROLLING HILLS RD,KEARNEY,NE,68845,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,NA,63,04/04/2020,NebraskaLand National Bank,NE - 03
"e $150,000-350,000","ANIMAL CLINIC WEST O STREET, P.C.",105 West O ST,OGALLALA,NE,69153,541940,Corporation,Unanswered,Unanswered,Unanswered,NA,18,04/04/2020,Pinnacle Bank,NE - 03
"e $150,000-350,000",ANIMAL HEALTH SERVICES P.C.,2905 W HIGHWAY 6,HASTINGS,NE,68901,541940,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,13,04/06/2020,Heritage Bank,NE - 03
"e $150,000-350,000","ANJOEL, INC",8202 S.  97TH PLZ,LA VISTA,NE,68128,624410,Corporation,Unanswered,Female Owned,Non-Veteran,NA,0,04/03/2020,Five Points Bank,NE - 02
"e $150,000-350,000","ANTIQUITY OUTDOOR SUPPLY, LLC",503 W 6th St,PAPILLION,NE,68046,423320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,10,04/04/2020,American National Bank,NE - 02
"e $150,000-350,000",ANTON KRISTIJANTO INC,2 River Point Drive,DAKOTA CITY,NE,68731,484220,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,NA,25,04/10/2020,"The Security National Bank of Sioux City, Iowa",NE - 03
"e $150,000-350,000",APEX EMPLOYMENT SERVICES INC,1812 S 175TH AVE,OMAHA,NE,68130,492210,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,NA,37,05/04/2020,Equitable Bank,NE - 02
"e $150,000-350,000","APEX FOSTER CARE, INC.","9802 Nicholas Street, Suite 205",OMAHA,NE,68114,624110,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,NA,54,04/03/2020,"First Westroads Bank, Inc",NE - 02
"e $150,000-350,000",APOLLO DENTAL CONSULTING,13210 Callum Drive,WAVERLY,NE,68462,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,13,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000",APPLE FAMILY DENTAL CARE P.C.,14111 Pacific Street,OMAHA,NE,68154,621210,Corporation,Hispanic,Male Owned,Non-Veteran,NA,16,04/04/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000",APPLE FUN CENTER INC,500 W 4TH ST,KEARNEY,NE,68845,713120,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,NA,32,04/28/2020,Home Federal Savings & Loan Association of Grand Island,NE - 03
"e $150,000-350,000",APPLE TREE ORCHARD LLC,137 NORTH JEFFERSON ST,PAPILLION,NE,68046,624410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,40,04/14/2020,American National Bank,NE - 02
"e $150,000-350,000","APPLIED CONNECTIVE TECHNOLOGIES, LLC",2585 State Hwy 14 PO Box 446,ALBION,NE,68620,443142,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,NA,23,04/08/2020,First Bank and Trust of Fullerton,NE - 03
"e $150,000-350,000",AQUINAS HIGH SCHOOL,3420 MN RD,DAVID CITY,NE,68632,611110,Non-Profit Organization,White,Male Owned,Non-Veteran,Y,100,04/05/2020,Bank of the Valley,NE - 01
"e $150,000-350,000",ARBOR CARE CENTERS- FRANKLIN LLC,1006 M ST,FRANKLIN,NE,68939,623110,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,NA,42,04/06/2020,Arbor Bank,NE - 03
"e $150,000-350,000",ARBOR CARE CENTERS- HARTINGTON LLC,401 DARLENE ST,HARTINGTON,NE,68739,623110,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,NA,44,04/07/2020,Arbor Bank,NE - 03
"e $150,000-350,000",ARBOR CARE CENTERS- TEKEMAH LLC,823 M ST,TEKAMAH,NE,68061,623110,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,NA,49,04/06/2020,Arbor Bank,NE - 01
"e $150,000-350,000","ARBOR INDUSTRIES, INC.",5750 ARBOR RD,LINCOLN,NE,68517,321920,Corporation,Unanswered,Male Owned,Unanswered,NA,31,04/03/2020,Five Points Bank,NE - 01
"e $150,000-350,000",ARBOR MANAGEMENT GROUP LLC,18807 SAHLER ST,ELKHORN,NE,68022,561110,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,NA,10,04/28/2020,Arbor Bank,NE - 02
"e $150,000-350,000",ARCHI+ETC LLC,2436 N 48TH ST,LINCOLN,NE,68504,541310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,11,04/05/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000","ARCHITECTURAL DESIGN ASSOCIATES, P.C.","7501 O St., Ste 105",LINCOLN,NE,68510,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,10,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000",ARCTIC INSULATION INC,8615 N 29th St,OMAHA,NE,68138,236220,Corporation,Unanswered,Male Owned,Non-Veteran,NA,NA,04/10/2020,Great Western Bank,NE - 02
"e $150,000-350,000","ARIAL HOME CARE, LLC","9290 W Dodge Road, Suite 102",OMAHA,NE,68114,624120,Limited  Liability Company(LLC),White,Female Owned,Unanswered,NA,42,04/09/2020,Security National Bank of Omaha,NE - 02
"e $150,000-350,000",ARMBRUSTER MOTOR COMPANY,307 W 17th St,FALLS CITY,NE,68355,441120,Corporation,White,Male Owned,Unanswered,NA,18,04/06/2020,F & M Bank,NE - 03
"e $150,000-350,000","ARNOLD FINANCIAL SERVICES, INC.",PO BOX 9 102 Cedar Street,ARNOLD,NE,69120,524210,Subchapter S Corporation,White,Female Owned,Unanswered,NA,16,04/03/2020,Waypoint Bank,NE - 03
"e $150,000-350,000","ARPS RED-E-MIX, INC.",250 West Vine St,FREMONT,NE,68025,327320,Corporation,White,Male Owned,Unanswered,NA,25,04/10/2020,Platte Valley Bank,NE - 01
"e $150,000-350,000","ART ANDERSON FARMS, INC.",45600 Hwy 70,ARCADIA,NE,68815,111940,Corporation,Unanswered,Unanswered,Unanswered,NA,17,04/07/2020,Nebraska State Bank and Trust Company,NE - 03
"e $150,000-350,000",ART WEARS LINCOLN INC,7400 CROSSLAKE LN STE 1,LINCOLN,NE,68516,323113,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,34,04/04/2020,Cornhusker Bank,NE - 01
"e $150,000-350,000",ARTISAN STONE COMPANY INC,6424 N 16TH ST,OMAHA,NE,68110,238140,Corporation,Unanswered,Unanswered,Unanswered,NA,23,04/15/2020,"OneWest Bank, A Division of",NE - 02
"e $150,000-350,000",ASCENT VENTURES INC,2180 Magnum Cir,LINCOLN,NE,68522,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,11,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000","ASHLAND ASSISTED LIVING, LLC",1617 BILLS DR,ASHLAND,NE,68003,531390,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,NA,61,04/04/2020,Bank of Bennington,NE - 01
"e $150,000-350,000","ASHLAND ROAD EXCAVATING, LLC",4405 Ashland Rd,PLATTSMOUTH,NE,68048,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,0,04/08/2020,"UMB Bank, National Association",NE - 01
"e $150,000-350,000",ASIAN MARKET LLC,321 N 76th St,OMAHA,NE,68114,445110,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,NA,54,04/07/2020,Enterprise Bank,NE - 02
"e $150,000-350,000",ASPEN PROPERTIES INC,104 E Omaha Ave Ste 5,NORFOLK,NE,68701,721110,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/10/2020,Great Western Bank,NE - 01
"e $150,000-350,000",ASSURE WOMEN'S CENTER,6510 SORENSEN PKWY,OMAHA,NE,68152,813212,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,40,04/06/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000",ASTHMA AND ALLERGY CENTER PC,"3503 SAMSON WAY, Ste. 108",BELLEVUE,NE,68123,621111,Corporation,Unanswered,Unanswered,Unanswered,NA,25,04/06/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000",ATHEY PAINTING INC,9400 YANKEE HILL RD,LINCOLN,NE,68526,238320,Corporation,White,Male Owned,Non-Veteran,NA,23,04/03/2020,Frontier Bank,NE - 01
"e $150,000-350,000","ATHLETES' TRAINING CENTER, PC",13809 Industrial Road,OMAHA,NE,68137,621340,Corporation,Unanswered,Male Owned,Non-Veteran,NA,24,04/03/2020,Enterprise Bank,NE - 02
"e $150,000-350,000","ATTITUDE ON FOOD, INC.",N ST,OMAHA,NE,68107,722320,Corporation,Unanswered,Male Owned,Non-Veteran,NA,13,04/04/2020,Security National Bank of Omaha,NE - 01
"e $150,000-350,000","ATWOOD, HOLSTEN, BROWN, DEAVER & SPIER LAW FIRM, P.C.",575 Fallbrook Blvd #206,LINCOLN,NE,68521,541110,Corporation,Unanswered,Unanswered,Unanswered,NA,28,04/03/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000","AUDIO MARKETING SOLUTIONS, INC.",307 P Street,LINCOLN,NE,68508,334310,Corporation,Unanswered,Unanswered,Unanswered,NA,20,04/09/2020,City Bank & Trust Co.,NE - 01
"e $150,000-350,000","AUTEN, PRUSS, & BECKMANN, P.C.",1309 North 9th St.,NORFOLK,NE,68701,541219,Corporation,White,Male Owned,Non-Veteran,NA,19,04/03/2020,BankFirst,NE - 01
"e $150,000-350,000","AUTO BODY CONCEPTS, INC.",4507 S 140th St,OMAHA,NE,68137,811121,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,20,04/06/2020,Northwest Bank,NE - 02
"e $150,000-350,000","AUTO CONNECTION, INC",2037 P St,LINCOLN,NE,68503,811111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,12,04/08/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000","AUTO LUBE, INC.",14243 S ST,OMAHA,NE,68137,811198,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,NA,16,04/11/2020,Access Bank,NE - 02
"e $150,000-350,000",AUTO ONE INC,1112 South Locust street,GRAND ISLAND,NE,68801,441120,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,27,04/03/2020,Five Points Bank,NE - 03
"e $150,000-350,000","AUTOMATED DAIRY SPECIALISTS, LLC",518 Main St,CLEARWATER,NE,68726,311514,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,NA,12,04/07/2020,Heritage Bank,NE - 03
"e $150,000-350,000",AUTUMN POINTE,501 N 13th Street,FORT CALHOUN,NE,68023,623110,Partnership,Unanswered,Unanswered,Unanswered,NA,34,04/06/2020,American National Bank,NE - 01
"e $150,000-350,000","AVANT ARCHITECTS, INC.",3337 N 107TH ST,OMAHA,NE,68134,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,10,04/15/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000",AW HEATING AND AIR CONDITIONING INC,8321 CODY DRIVE STE F,LINCOLN,NE,68512,238220,Corporation,Unanswered,Unanswered,Unanswered,NA,14,04/08/2020,Cornhusker Bank,NE - 01
"e $150,000-350,000","B & D AUTO SALES, INC",4820 CORNHUSKER HWY,LINCOLN,NE,68504,441120,Corporation,Unanswered,Unanswered,Unanswered,NA,16,04/04/2020,Cornhusker Bank,NE - 01
"e $150,000-350,000",B & H SERVICES INC,702 N Adams St,LEXINGTON,NE,68850,812990,Corporation,Unanswered,Male Owned,Non-Veteran,NA,NA,04/10/2020,Great Western Bank,NE - 03
"e $150,000-350,000",B STREET COLLISION CENTER CHALCO INC,11123 SAPP BROTHERS DR,OMAHA,NE,68138,811121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,18,04/07/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000",B STREET COLLISION CENTER EAST INC,2340 PAUL ST,OMAHA,NE,68102,811121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,15,04/07/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000",B STREET MANAGEMENT INC,13222 F ST,OMAHA,NE,68137,551112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,13,04/07/2020,Pinnacle Bank,NE - 02
"e $150,000-350,000",B&H INVESTMENTS,3519 2nd Avenue,KEARNEY,NE,68847,445299,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,25,04/03/2020,Five Points Bank,NE - 03
"e $150,000-350,000","B&J ENTERPRISES, INC.",400 W Industrial Lake Dr,LINCOLN,NE,68528,424810,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,22,04/04/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000","B.M.B. RX ENTERPRISES, INC.",2759  33RD AVE,COLUMBUS,NE,68601,446110,Corporation,Unanswered,Male Owned,Non-Veteran,NA,21,04/04/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000","B2, LLC",1010 S 120TH ST,OMAHA,NE,68154,541519,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,8,04/04/2020,First State Bank,NE - 02
"e $150,000-350,000",BABA BUDHA JI HOSPITALITY LLC,7007 Grover Street,OMAHA,NE,68106,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,45,04/27/2020,Seacoast Commerce Bank,NE - 02
"e $150,000-350,000","BABKEL MECHANICAL, LLC",345 S 1st Street,BLAIR,NE,68008,811310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,17,05/06/2020,Two Rivers Bank,NE - 01
"e $150,000-350,000",BACH OIL PRODUCTION,P.O Box 723,ALMA,NE,68920,213112,Corporation,Unanswered,Unanswered,Unanswered,NA,14,04/06/2020,Banner Capital Bank,NE - 03
"e $150,000-350,000","BAKER & ASSOCIATES, INC.","120 East 16th Street, Suite A",SCOTTSBLUFF,NE,69361,541310,Corporation,Unanswered,Unanswered,Unanswered,NA,12,04/16/2020,Platte Valley Bank,NE - 03
"e $150,000-350,000",BALDWIN CARPET INC,9625 Ida ST,OMAHA,NE,68122,442210,Corporation,Unanswered,Unanswered,Unanswered,NA,13,04/06/2020,American National Bank,NE - 01
"e $150,000-350,000",BALLET NEBRASKA,918 S 37TH ST,OMAHA,NE,68105,711120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,51,04/08/2020,Dundee Bank,NE - 02
"e $150,000-350,000","BALTAZAR'S STONE, INC.",10890 SAPP BROTHERS DR,OMAHA,NE,68138,327991,Subchapter S Corporation,Hispanic,Female Owned,Non-Veteran,NA,15,04/07/2020,Premier Bank,NE - 02
"e $150,000-350,000","BALZ, INC.",3421 STATE ST,GRAND ISLAND,NE,68803,722410,Corporation,White,Male Owned,Unanswered,NA,33,04/03/2020,Home Federal Savings & Loan Association of Grand Island,NE - 03
"e $150,000-350,000",BAMFORD INC,2815 W 24TH ST,KEARNEY,NE,68845,236116,Corporation,Unanswered,Female Owned,Unanswered,NA,20,04/13/2020,NebraskaLand National Bank,NE - 03
"e $150,000-350,000",BANKS TRUCKING,82320 536 Ave,NEWMAN GROVE,NE,68758,484121,Sole Proprietorship,White,Male Owned,Veteran,NA,2,04/10/2020,Bank of Newman Grove,NE - 01
"e $150,000-350,000","BANYAN MEDICAL SERVICES, INC.",2419 S 156TH CIR,OMAHA,NE,68130,611420,Limited  Liability Company(LLC),White,Male Owned,Unanswered,NA,17,04/08/2020,Bank of Bennington,NE - 02
"e $150,000-350,000",BARNEY INSURANCE INC,5205 N. 2ND AVE,KEARNEY,NE,68847,524210,Corporation,Unanswered,Male Owned,Unanswered,NA,15,04/04/2020,NebraskaLand National Bank,NE - 03
"e $150,000-350,000",BARRETT PLUMBING INC.,1409 Chaput Dr,BELLEVUE,NE,68005,238220,Corporation,Unanswered,Female Owned,Non-Veteran,NA,18,04/28/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000",BASSEL EL-KASABY,308 S 19th Street,OMAHA,NE,68102,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,23,04/08/2020,"Blue Ridge Bank, National Association",NE - 02
"e $150,000-350,000","BATH OF THE HEARTLAND, INC.",5010 F St,OMAHA,NE,68117,236118,Subchapter S Corporation,White,Male Owned,Non-Veteran,NA,NA,04/11/2020,Great Western Bank,NE - 02
"e $150,000-350,000",BAUM HYDRAULICS CORP,1221 Harney Street,OMAHA,NE,68102,425120,Corporation,Unanswered,Unanswered,Unanswered,NA,32,05/01/2020,Bank of the West,NE - 02
"e $150,000-350,000",BAY CONSTRUCTION COMPANY,6716 S 78th St,OMAHA,NE,68127,238130,Corporation,Unanswered,Unanswered,Unanswered,NA,2,04/28/2020,American National Bank,NE - 02
"e $150,000-350,000","BAYLOR ENTERPRISES, INC.",2736 VAN DORN ST,LINCOLN,NE,68502,611691,Corporation,Unanswered,Male Owned,Unanswered,NA,30,04/03/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000",BB INTERNATIONAL INC,3321 ISLAND CIR,GRAND ISLAND,NE,68803,311612,Corporation,Unanswered,Unanswered,Unanswered,NA,14,06/29/2020,Equitable Bank,NE - 03
"e $150,000-350,000","BCP BLUE HILL, LLC",414 North Willson Street,BLUE HILL,NE,68930,623311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,44,04/15/2020,Central Bank of Kansas City,NE - 03
"e $150,000-350,000","BCP SUTHERLAND, LLC",333 Maple St,SUTHERLAND,NE,69165,623311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,55,04/15/2020,Central Bank of Kansas City,NE - 03
"e $150,000-350,000","BDB WALLS, INC.",1714 N 203rd St,ELKHORN,NE,68022,238110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,20,04/04/2020,Union Bank and Trust Company,NE - 02
"e $150,000-350,000","BDB WATERPROOFING, INC.",1714 N 203rd St,ELKHORN,NE,68022,238110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,15,04/04/2020,Union Bank and Trust Company,NE - 02
"e $150,000-350,000",BEACON HILLS OMAHA LLC,11550 I Street Suite 200,OMAHA,NE,68137,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,40,04/07/2020,Core Bank,NE - 02
"e $150,000-350,000",BEATRICE BAKERY COMPANY,201 South 5th Street,BEATRICE,NE,68310,311812,Corporation,Unanswered,Unanswered,Unanswered,NA,34,04/04/2020,Union Bank and Trust Company,NE - 03
"e $150,000-350,000",BEATRICE MACHINE LLC,410 MARKET ST,BEATRICE,NE,68310,339999,Limited  Liability Company(LLC),White,Male Owned,Unanswered,NA,24,04/10/2020,Pinnacle Bank,NE - 03
"e $150,000-350,000",BEAVER CITY MANOR,905 Floyd Street,BEAVER CITY,NE,68926,623312,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,28,05/22/2020,Banner Capital Bank,NE - 03
"e $150,000-350,000","BEAVER CREEK PRODUCTS, LLC",MARQUIS AVE,YORK,NE,68467,221310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,28,04/04/2020,Midwest Bank National Association,NE - 03
"e $150,000-350,000",BECKER FAMILY FARMS LLC,2546 N PARK RD,SUTHERLAND,NE,69165,926140,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,21,04/03/2020,Western Nebraska Bank,NE - 03
"e $150,000-350,000",BECKER GRAIN CO.,84606 North 81,NORFOLK,NE,68701,484110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,14,04/09/2020,Union Bank and Trust Company,NE - 01
"e $150,000-350,000",BEELINE LOGISTICS INC,1905 Harney St,OMAHA,NE,68102,492110,Corporation,Black or African American,Male Owned,Unanswered,NA,84,06/30/2020,Cobalt CU,NE - 02
"e $150,000-350,000",BEHLRE CONSTRUCTION INC.,3620 SE 4th street,COLUMBUS,NE,68601,236220,Subchapter S Corporation,White,Male Owned,Unanswered,NA,13,04/10/2020,Pilot Grove Savings Bank,NE - 01
"e $150,000-350,000",BEJOT MANAGEMENT INC,87872 429TH AVE,AINSWORTH,NE,69210,112112,Corporation,Unanswered,Unanswered,Unanswered,NA,17,05/06/2020,First National Bank of Chadron,NE - 03
"e $150,000-350,000",BELLER AND BACKES INC,47175 US HWY 81 PO BOX 357,HUMPHREY,NE,68642,423820,Corporation,White,Male Owned,Veteran,NA,26,04/13/2020,Pinnacle Bank,NE - 01
"e $150,000-350,000","BELLEVUE 5331, INC.",1503 Cornhusker Rd.,BELLEVUE,NE,68123,722511,Corporation,Unanswered,Unanswered,Unanswered,NA,37,04/14/2020,Bank of Hope,NE - 01
"e $150,000-350,000","BELLEVUE ANIMAL HOSPITAL, PC",10410 South 25th ST,BELLEVUE,NE,68123,541940,Corporation,Unanswered,Unanswered,Unanswered,NA,NA,04/08/2020,First National Bank of Omaha,NE - 01
"e $150,000-350,000","BELLEVUE CHRISTIAN CENTER, INC.",1400 Harvell Drive,BELLEVUE,NE,68005,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,49,04/11/2020,Great Western Bank,NE - 01
"e $150,000-350,000","BELLEVUE FAMILY PRACTICE, PC","2206 Longo Drive, Suite 201",BELLEVUE,NE,68005,621111,Partnership,White,Male Owned,Unanswered,NA,20,04/14/2020,Cobalt CU,NE - 01
